trade_id,symbol,side,entry_time,exit_time,entry_price,exit_price,quantity,pnl,pnl_pct,commission,duration
139fed31-76b9-44c3-9ebc-e0daaa0dc358,CRWD,LONG,2025-11-18 19:45:00+00:00,2025-11-19 15:15:00+00:00,517.5665950479047,522.3037304170967,19,80.08180113672431,0.9152706945380822,9.92377087792484,70200.0
820b5618-5902-42ef-8632-b7ecac501b3f,CRWD,LONG,2025-11-18 19:45:00+00:00,2025-11-20 14:30:00+00:00,521.8939548603333,527.4253492604869,18,90.07144291607504,1.059869413822551,9.493656286688763,153900.0
fb93c86a-a163-4de3-827d-dad8c00a59c8,CRWD,LONG,2025-11-18 19:45:00+00:00,2025-11-21 12:45:00+00:00,521.2150894782192,499.29733280605456,19,-425.9240260944427,-4.2051270415264,9.486649323315037,234000.0
ed239e3e-26dd-40fc-a953-0aa7062d3f20,CRWD,LONG,2025-11-18 19:45:00+00:00,2025-11-21 17:30:00+00:00,515.1718907581396,489.1748241500037,19,-503.23858721343265,-5.0462898062776675,9.294321658850071,251100.0
b6b2f36d-1dcc-4551-be60-f61c113e94dc,CRWD,LONG,2025-11-18 19:45:00+00:00,2025-11-24 14:00:00+00:00,509.4784482852149,494.00729993791015,19,-303.3379572976102,-3.0366639451338906,9.386138698820293,497700.0
34df3991-05f9-4dfc-abf4-525e7a28f3cb,CRWD,LONG,2025-11-18 19:45:00+00:00,2025-11-24 21:15:00+00:00,509.4784482852149,503.63946266336967,19,-120.50987660566304,-1.1460711717046852,9.569149790604024,523800.0
9d5f2000-d1b7-4472-b846-b22988b86adf,CRWD,LONG,2025-11-18 19:45:00+00:00,2025-11-25 16:45:00+00:00,506.1935535670307,501.2678368883025,19,-103.11270579671314,-0.9730895709788826,9.524088900877747,594000.0
cefb9e48-d44a-4379-9431-277ce37568a2,CRWD,LONG,2025-11-18 19:45:00+00:00,2025-11-26 14:30:00+00:00,506.1935535670307,509.95223762944073,19,61.72590467083167,0.7425389035327424,9.689092514959373,672300.0
21768eaf-bf3e-4620-b986-12cc948a7157,CRWD,LONG,2025-11-18 19:45:00+00:00,2025-11-28 14:45:00+00:00,506.56020588209356,506.5072055051601,19,-10.63064406633421,-0.010462799153595357,9.62363690459804,846000.0
6df2b3fd-a906-4835-bb2f-cfba397608d0,CRWD,LONG,2025-11-18 19:45:00+00:00,2025-11-28 21:00:00+00:00,506.56020588209356,504.2169,19,-54.10293285977737,-0.4625917817632464,9.580121100000001,868500.0
e2857269-1975-4d89-b449-3d3eed2f787a,CRWD,LONG,2025-11-18 19:45:00+00:00,2025-12-01 17:30:00+00:00,503.2194502983669,503.7176362500432,19,-0.10510200690102245,0.0989997408448586,9.570635088750821,1115100.0
8fc124a3-fa93-45b7-888a-3be43d609ea0,CRWD,LONG,2025-11-18 19:45:00+00:00,2025-12-02 13:00:00+00:00,504.3202255097657,508.28006665393127,19,65.57966047272132,0.7851838859254519,9.657321266424695,1185300.0
644ec47a-a5da-440e-8925-739753e90ec3,CRWD,LONG,2025-11-18 19:45:00+00:00,2025-12-02 17:30:00+00:00,504.3202255097657,512.4260202203087,19,144.27400511613158,1.607271392367757,9.736094384185867,1201500.0
13df7693-f20a-42b5-a3a0-79e10f90cddf,CRWD,LONG,2025-11-18 19:45:00+00:00,2025-12-02 20:30:00+00:00,504.3202255097657,516.3073384580501,1,11.470805609826398,2.3768852292544684,0.5163073384580501,1212300.0
1918a3fb-f565-4ce1-a46d-3ac8bc66bd83,CRWD,LONG,2025-12-03 14:30:00+00:00,2025-12-03 16:30:00+00:00,502.96989999999994,511.4490518180351,19,151.3863525581257,1.685816948098719,9.717531984542667,7200.0
f6a5ef40-6f9e-4d62-89fc-7e931b9a71ab,CRWD,LONG,2025-12-04 15:00:00+00:00,2025-12-05 15:15:00+00:00,517.7408696971693,523.248792885516,18,89.72413911830121,1.0638378213348934,9.418478271939287,87300.0
b87a2d68-d306-4e5b-b00c-cfe0ed978355,CRWD,LONG,2025-12-04 15:00:00+00:00,2025-12-08 16:45:00+00:00,516.773597418936,514.4457945229078,19,-54.002725120470565,-0.4504492697874966,9.774470095935248,351900.0
689b0dbd-f0ce-4e29-b86a-4c11c923ca02,CRWD,LONG,2025-12-04 15:00:00+00:00,2025-12-09 14:45:00+00:00,516.5325720262686,518.3111419699485,19,23.94491723248985,0.3443287103275823,9.847911697429021,431100.0
7f3dfdd5-5b4e-4d05-aeaa-67de1cb7bb5c,CRWD,LONG,2025-12-04 15:00:00+00:00,2025-12-10 19:15:00+00:00,516.985907307595,513.7368610368618,19,-71.49287950363069,-0.6284593496278933,9.761000359700374,533700.0
3d8add0a-7919-42f6-95a7-f907d0e1e47d,CRWD,LONG,2025-12-04 15:00:00+00:00,2025-12-11 13:15:00+00:00,516.985907307595,510.39449999999994,19,-134.93423434430565,-1.2749684690482859,9.697495499999999,598500.0
f2c11569-1a43-466d-a026-defee3010b0b,CRWD,LONG,2025-12-04 15:00:00+00:00,2025-12-11 14:45:00+00:00,516.985907307595,521.2647,18,67.63550386328959,0.8276420366443745,9.382764599999998,603900.0
8eb4e7b5-17bc-431f-ac2e-084e12976483,CRWD,LONG,2025-12-04 15:00:00+00:00,2025-12-15 14:15:00+00:00,517.0476475200202,503.75627976209194,19,-262.1073567161163,-2.5706272568261896,9.571369315479748,947700.0
3c832165-6ec4-47b4-bfe3-75dfbfc9cb92,CRWD,LONG,2025-12-04 15:00:00+00:00,2025-12-16 13:45:00+00:00,512.1729467169317,483.7970705167744,19,-548.3337921428081,-5.540291884225612,9.192144339818713,1032300.0
f37a9eec-28e5-4b02-9b00-f5021ed7c9fe,CRWD,LONG,2025-12-04 15:00:00+00:00,2025-12-16 15:00:00+00:00,512.1729467169317,487.46464860840683,19,-478.7194923855328,-4.824209921064165,9.26182832355973,1036800.0
