date,stock_price,stock_value,cash,total_equity,returns,cummax,drawdown
2023-12-07 00:00:00-05:00,192.45249938964844,96226.24969482422,3773.7503051757812,100000.0,,100000.0,0.0
2023-12-08 00:00:00-05:00,193.8789978027344,96939.4989013672,3773.7503051757812,100713.24920654298,0.007132492065429874,100713.24920654298,0.0
2023-12-11 00:00:00-05:00,191.3726959228516,95686.3479614258,3773.7503051757812,99460.09826660158,-0.012442761501730959,100713.24920654298,-0.012442761501730931
2023-12-12 00:00:00-05:00,192.88836669921875,96444.18334960938,3773.7503051757812,100217.93365478516,0.007619491649326626,100713.24920654298,-0.004918077369761278
2023-12-13 00:00:00-05:00,196.1079559326172,98053.9779663086,3773.7503051757812,101827.72827148438,0.016062939615621996,101827.72827148438,0.0
2023-12-14 00:00:00-05:00,196.25657653808597,98128.28826904298,3773.7503051757812,101902.03857421876,0.0007297649078084056,101902.03857421876,0.0
2023-12-15 00:00:00-05:00,195.7216339111328,97860.8169555664,3773.7503051757812,101634.56726074219,-0.0026247886422975375,101902.03857421876,-0.002624788642297558
2023-12-18 00:00:00-05:00,194.0573272705078,97028.6636352539,3773.7503051757812,100802.41394042969,-0.008187699743706478,101902.03857421876,-0.010790997404710236
2023-12-19 00:00:00-05:00,195.09750366210935,97548.75183105467,3773.7503051757812,101322.50213623045,0.005159481558726586,101902.03857421876,-0.0056871917980935585
2023-12-20 00:00:00-05:00,193.0072784423828,96503.6392211914,3773.7503051757812,100277.38952636719,-0.010314713788434515,101902.03857421876,-0.015943243830870854
2023-12-21 00:00:00-05:00,192.85862731933597,96429.31365966798,3773.7503051757812,100203.06396484376,-0.0007411996051600589,101902.03857421876,-0.01667262630999848
2023-12-22 00:00:00-05:00,191.7887725830078,95894.3862915039,3773.7503051757812,99668.13659667969,-0.005338433247427998,101902.03857421876,-0.02192205385481125
2023-12-26 00:00:00-05:00,191.2439117431641,95621.95587158205,3773.7503051757812,99395.70617675783,-0.0027333752714198134,101902.03857421876,-0.024595507926325626
2023-12-27 00:00:00-05:00,191.3429718017578,95671.4859008789,3773.7503051757812,99445.23620605469,0.0004983115589398679,101902.03857421876,-0.02410945259328353
2023-12-28 00:00:00-05:00,191.76893615722656,95884.46807861328,3773.7503051757812,99658.21838378906,0.0021417031711108425,101902.03857421876,-0.022019384713245462
2023-12-29 00:00:00-05:00,190.72879028320312,95364.39514160156,3773.7503051757812,99138.14544677734,-0.0052185654675150905,101902.03857421876,-0.027123040580080075
2024-01-02 00:00:00-05:00,183.9032287597656,91951.6143798828,3773.7503051757812,95725.36468505858,-0.03442449670950243,101902.03857421876,-0.06061384026838188
2024-01-03 00:00:00-05:00,182.52622985839844,91263.11492919922,3773.7503051757812,95036.865234375,-0.007192445314246454,101902.03857421876,-0.0673703238512115
2024-01-04 00:00:00-05:00,180.2081298828125,90104.06494140625,3773.7503051757812,93877.81524658203,-0.012195793547425837,101902.03857421876,-0.07874448283772473
2024-01-05 00:00:00-05:00,179.48497009277344,89742.48504638672,3773.7503051757812,93516.2353515625,-0.0038516010845565107,101902.03857421876,-0.08229279158678063
2024-01-08 00:00:00-05:00,183.8239898681641,91911.99493408205,3773.7503051757812,95685.74523925783,0.023199285980015416,101902.03857421876,-0.06100263961288073
2024-01-09 00:00:00-05:00,183.40789794921875,91703.94897460938,3773.7503051757812,95477.69927978516,-0.0021742628324883384,101902.03857421876,-0.06304426667337515
2024-01-10 00:00:00-05:00,184.44808959960935,92224.04479980467,3773.7503051757812,95997.79510498045,0.0054473016119840345,101902.03857421876,-0.05794038619686736
2024-01-11 00:00:00-05:00,183.8537139892578,91926.8569946289,3773.7503051757812,95700.60729980469,-0.0030957774066662225,101902.03857421876,-0.06085679306501176
2024-01-12 00:00:00-05:00,184.18060302734372,92090.30151367186,3773.7503051757812,95864.05181884764,0.001707873373581803,101902.03857421876,-0.05925285538790717
2024-01-16 00:00:00-05:00,181.9120330810547,90956.01654052734,3773.7503051757812,94729.76684570312,-0.011832224401363223,101902.03857421876,-0.07038398670789915
2024-01-17 00:00:00-05:00,180.97091674804688,90485.45837402344,3773.7503051757812,94259.20867919922,-0.004967373848500656,101902.03857421876,-0.07500173698147372
2024-01-18 00:00:00-05:00,186.86524963378903,93432.62481689452,3773.7503051757812,97206.3751220703,0.03126661558237176,101902.03857421876,-0.046080171877311886
2024-01-19 00:00:00-05:00,189.7678375244141,94883.91876220705,3773.7503051757812,98657.66906738283,0.014930028441962007,101902.03857421876,-0.031838121712088725
2024-01-22 00:00:00-05:00,192.0760498046875,96038.02490234375,3773.7503051757812,99811.77520751953,0.011698088461308043,101902.03857421876,-0.020512478415010534
2024-01-23 00:00:00-05:00,193.35400390625,96677.001953125,3773.7503051757812,100450.75225830078,0.006401820320826257,101902.03857421876,-0.014241975295331914
2024-01-24 00:00:00-05:00,192.68032836914065,96340.16418457033,3773.7503051757812,100113.91448974611,-0.0033532627778488644,101902.03857421876,-0.01754748098753985
2024-01-25 00:00:00-05:00,192.3534240722656,96176.7120361328,3773.7503051757812,99950.46234130858,-0.001632661646191802,101902.03857421876,-0.019151493534535966
2024-01-26 00:00:00-05:00,190.6197967529297,95309.89837646484,3773.7503051757812,99083.64868164062,-0.008672432716799072,101902.03857421876,-0.027657836212230526
2024-01-29 00:00:00-05:00,189.93624877929688,94968.12438964844,3773.7503051757812,98741.87469482422,-0.003449348014166631,101902.03857421876,-0.031011782723982403
2024-01-30 00:00:00-05:00,186.28077697753903,93140.38848876952,3773.7503051757812,96914.1387939453,-0.01851024103530341,101902.03857421876,-0.04894798818613042
2024-01-31 00:00:00-05:00,182.67481994628903,91337.40997314452,3773.7503051757812,95111.1602783203,-0.018603874915077312,101902.03857421876,-0.06664124085164828
2024-02-01 00:00:00-05:00,185.11183166503903,92555.91583251952,3773.7503051757812,96329.6661376953,0.012811386758497356,101902.03857421876,-0.05468362080376749
2024-02-02 00:00:00-05:00,184.11126708984372,92055.63354492186,3773.7503051757812,95829.38385009764,-0.005193439442451098,101902.03857421876,-0.0595930641730803
2024-02-05 00:00:00-05:00,185.9241180419922,92962.0590209961,3773.7503051757812,96735.80932617188,0.009458742607508785,101902.03857421876,-0.05069799702077743
2024-02-06 00:00:00-05:00,187.52899169921875,93764.49584960938,3773.7503051757812,97538.24615478516,0.008295137387103857,101902.03857421876,-0.04282340648421187
2024-02-07 00:00:00-05:00,187.63796997070312,93818.98498535156,3773.7503051757812,97592.73529052734,0.0005586437924638421,101902.03857421876,-0.042288685721952525
2024-02-08 00:00:00-05:00,186.5581817626953,93279.09088134766,3773.7503051757812,97052.84118652344,-0.005532113659860838,101902.03857421876,-0.04758685356587336
2024-02-09 00:00:00-05:00,187.32192993164065,93660.96496582033,3773.7503051757812,97434.71527099611,0.00393470278462793,101902.03857421876,-0.04383939090648271
2024-02-12 00:00:00-05:00,185.6356658935547,92817.83294677734,3773.7503051757812,96591.58325195312,-0.008653302025853682,101902.03857421876,-0.05211333744219309
2024-02-13 00:00:00-05:00,183.54275512695312,91771.37756347656,3773.7503051757812,95545.12786865234,-0.0108338154119616,101902.03857421876,-0.0623825665758047
2024-02-14 00:00:00-05:00,182.6599578857422,91329.9789428711,3773.7503051757812,95103.72924804688,-0.004619792033899062,101902.03857421876,-0.06671416412558269
2024-02-15 00:00:00-05:00,182.3722686767578,91186.1343383789,3773.7503051757812,94959.88464355469,-0.0015125022502221475,101902.03857421876,-0.0681257610524432
