date,equity,cash,positions
2006-06-21 04:00:00+00:00,98700.58680164322,98700.58680164322,0
2006-06-22 04:00:00+00:00,98700.58680164322,98700.58680164322,0
2006-06-23 04:00:00+00:00,98700.58680164322,98700.58680164322,0
2006-06-26 04:00:00+00:00,98700.58680164322,98700.58680164322,0
2006-06-27 04:00:00+00:00,98700.58680164322,98700.58680164322,0
2006-06-28 04:00:00+00:00,98700.58680164322,98700.58680164322,0
2006-06-29 04:00:00+00:00,98700.58680164322,98700.58680164322,0
2006-06-30 04:00:00+00:00,98700.58680164322,98700.58680164322,0
2006-07-03 04:00:00+00:00,98700.58680164322,98700.58680164322,0
2006-07-05 04:00:00+00:00,98700.58680164322,98700.58680164322,0
2006-07-06 04:00:00+00:00,98700.58680164322,98700.58680164322,0
2006-07-07 04:00:00+00:00,98700.58680164322,98700.58680164322,0
2006-07-10 04:00:00+00:00,98700.58680164322,98700.58680164322,0
2006-07-11 04:00:00+00:00,98700.58680164322,98700.58680164322,0
2006-07-12 04:00:00+00:00,98700.58680164322,98700.58680164322,0
2006-07-13 04:00:00+00:00,98700.58680164322,98700.58680164322,0
2006-07-14 04:00:00+00:00,98700.58680164322,98700.58680164322,0
2006-07-17 04:00:00+00:00,98700.58680164322,98700.58680164322,0
2006-07-18 04:00:00+00:00,98700.58680164322,98700.58680164322,0
2006-07-19 04:00:00+00:00,108570.34749793514,108570.34749793514,1
2006-07-20 04:00:00+00:00,98455.96842386604,98455.96842386604,0
2006-07-21 04:00:00+00:00,98455.96842386604,98455.96842386604,0
2006-07-24 04:00:00+00:00,98455.96842386604,98455.96842386604,0
2006-07-25 04:00:00+00:00,108301.46441837431,108301.46441837431,1
2006-07-26 04:00:00+00:00,108301.46441837431,108301.46441837431,1
2006-07-27 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-07-28 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-07-31 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-01 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-02 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-03 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-04 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-07 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-08 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-09 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-10 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-11 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-14 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-15 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-16 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-17 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-18 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-21 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-22 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-23 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-24 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-25 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-28 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-29 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-30 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-08-31 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-09-01 04:00:00+00:00,98093.69315566572,98093.69315566572,0
2006-09-05 04:00:00+00:00,98093.69315566572,88290.35722770247,1
2006-09-06 04:00:00+00:00,98093.69315566572,88290.35722770247,1
2006-09-07 04:00:00+00:00,98024.78867949995,88290.35722770247,1
2006-09-08 04:00:00+00:00,98089.86627997908,88290.35722770247,1
2006-09-11 04:00:00+00:00,98208.5273899034,88290.35722770247,1
2006-09-12 04:00:00+00:00,98216.1842483476,88290.35722770247,1
2006-09-13 04:00:00+00:00,98235.32276954206,88290.35722770247,1
2006-09-14 04:00:00+00:00,98338.67838211513,98338.67838211513,0
2006-09-15 04:00:00+00:00,98338.67838211513,98338.67838211513,0
2006-09-18 04:00:00+00:00,98338.67838211513,98338.67838211513,0
2006-09-19 04:00:00+00:00,98338.67838211513,88509.69547577358,1
2006-09-20 04:00:00+00:00,98172.9185134933,88509.69547577358,1
2006-09-21 04:00:00+00:00,98412.67353363491,88509.69547577358,1
2006-09-22 04:00:00+00:00,98337.94845886684,88509.69547577358,1
2006-09-25 04:00:00+00:00,98342.81679459072,88509.69547577358,1
2006-09-26 04:00:00+00:00,98413.16139526821,88509.69547577358,1
2006-09-27 04:00:00+00:00,98317.01620407558,88509.69547577358,1
2006-09-28 04:00:00+00:00,98333.0810577438,88509.69547577358,1
2006-09-29 04:00:00+00:00,98292.18853302456,88509.69547577358,1
2006-10-02 04:00:00+00:00,98280.99201508022,88509.69547577358,1
2006-10-03 04:00:00+00:00,98344.2766410873,88509.69547577358,1
2006-10-04 04:00:00+00:00,98628.08780975796,88509.69547577358,1
2006-10-05 04:00:00+00:00,98533.40433426357,88509.69547577358,1
2006-10-06 04:00:00+00:00,98700.86693471733,98700.86693471733,0
2006-10-09 04:00:00+00:00,98700.86693471733,98700.86693471733,0
2006-10-10 04:00:00+00:00,98700.86693471733,98700.86693471733,0
2006-10-11 04:00:00+00:00,98700.86693471733,98700.86693471733,0
2006-10-12 04:00:00+00:00,98700.86693471733,98700.86693471733,0
2006-10-13 04:00:00+00:00,98700.86693471733,98700.86693471733,0
2006-10-16 04:00:00+00:00,98700.86693471733,88833.26834577385,1
2006-10-17 04:00:00+00:00,98674.8971089727,88833.26834577385,1
2006-10-18 04:00:00+00:00,98643.77877515617,88833.26834577385,1
2006-10-19 04:00:00+00:00,98801.70618337455,88833.26834577385,1
2006-10-20 04:00:00+00:00,99077.553421305,99077.553421305,0
2006-10-23 04:00:00+00:00,99077.553421305,89170.11021013695,1
2006-10-24 04:00:00+00:00,99366.19706185299,89170.11021013695,1
2006-10-25 04:00:00+00:00,99460.30534310776,89170.11021013695,1
2006-10-26 04:00:00+00:00,99786.57969160515,89170.11021013695,1
2006-10-27 04:00:00+00:00,99971.67031358316,99971.67031358316,0
2006-10-30 05:00:00+00:00,99971.67031358316,99971.67031358316,0
2006-10-31 05:00:00+00:00,99971.67031358316,99971.67031358316,0
2006-11-01 05:00:00+00:00,99971.67031358316,89976.74557517603,1
2006-11-02 05:00:00+00:00,99948.94257854059,89976.74557517603,1
2006-11-03 05:00:00+00:00,99861.81875775888,89976.74557517603,1
2006-11-06 05:00:00+00:00,100041.11421893671,89976.74557517603,1
2006-11-07 05:00:00+00:00,100142.11879085138,89976.74557517603,1
2006-11-08 05:00:00+00:00,100406.016576526,100406.016576526,0
2006-11-09 05:00:00+00:00,100406.016576526,100406.016576526,0
2006-11-10 05:00:00+00:00,100406.016576526,100406.016576526,0
2006-11-13 05:00:00+00:00,100406.016576526,100406.016576526,0
2006-11-14 05:00:00+00:00,100406.016576526,100406.016576526,0
2006-11-15 05:00:00+00:00,100406.016576526,90374.49540114148,1
2006-11-16 05:00:00+00:00,100509.3660948289,100509.3660948289,0
2006-11-17 05:00:00+00:00,100509.3660948289,100509.3660948289,0
2006-11-20 05:00:00+00:00,100509.3660948289,100509.3660948289,0
2006-11-21 05:00:00+00:00,100509.3660948289,100509.3660948289,0
2006-11-22 05:00:00+00:00,100509.3660948289,100509.3660948289,0
2006-11-24 05:00:00+00:00,100509.3660948289,100509.3660948289,0
2006-11-27 05:00:00+00:00,100509.3660948289,70386.78942442065,3
2006-11-28 05:00:00+00:00,100765.00367426997,70386.78942442065,3
2006-11-29 05:00:00+00:00,100876.6419653905,70386.78942442065,3
2006-11-30 05:00:00+00:00,101021.99327625363,80989.86809505551,2
2006-12-01 05:00:00+00:00,100804.93357979512,90845.46989571309,1
2006-12-04 05:00:00+00:00,100888.82622849202,90845.46989571309,1
2006-12-05 05:00:00+00:00,100933.36345230794,90845.46989571309,1
2006-12-06 05:00:00+00:00,100968.78500496602,90845.46989571309,1
2006-12-07 05:00:00+00:00,100843.04903160786,80750.97487770772,2
2006-12-08 05:00:00+00:00,101014.98714386678,80750.97487770772,2
2006-12-11 05:00:00+00:00,101068.08942496037,80750.97487770772,2
2006-12-12 05:00:00+00:00,100693.6718097907,90713.90804064092,1
2006-12-13 05:00:00+00:00,100635.87904321965,90713.90804064092,1
2006-12-14 05:00:00+00:00,100700.71555673894,90713.90804064092,1
2006-12-15 05:00:00+00:00,100663.01448976812,90713.90804064092,1
2006-12-18 05:00:00+00:00,100300.51365244207,90713.90804064092,1
2006-12-19 05:00:00+00:00,100421.27780306157,90713.90804064092,1
2006-12-20 05:00:00+00:00,100302.58557665166,90713.90804064092,1
2006-12-21 05:00:00+00:00,100154.6590600819,100154.6590600819,0
2006-12-22 05:00:00+00:00,100154.6590600819,100154.6590600819,0
2006-12-26 05:00:00+00:00,100154.6590600819,100154.6590600819,0
2006-12-27 05:00:00+00:00,110163.46546801037,110163.46546801037,1
2006-12-28 05:00:00+00:00,110280.44130953259,110163.46546801037,1
2006-12-29 05:00:00+00:00,121352.52804811901,121191.07166250653,2
2007-01-03 05:00:00+00:00,123273.68695878498,123138.50571870319,2
2007-01-04 05:00:00+00:00,110722.02421248796,110828.61180556657,1
2007-01-05 05:00:00+00:00,110801.31599105241,110828.61180556657,1
2007-01-08 05:00:00+00:00,110746.72539533021,110828.61180556657,1
2007-01-09 05:00:00+00:00,99543.90267185359,99543.90267185359,0
2007-01-10 05:00:00+00:00,109498.14410028844,109498.14410028844,1
2007-01-11 05:00:00+00:00,109535.23522190242,109498.14410028844,1
2007-01-12 05:00:00+00:00,109401.13338402896,109498.14410028844,1
2007-01-16 05:00:00+00:00,109384.01731542735,109498.14410028844,1
2007-01-17 05:00:00+00:00,109595.1537036696,109498.14410028844,1
2007-01-18 05:00:00+00:00,100254.30808609906,100254.30808609906,0
2007-01-19 05:00:00+00:00,100254.30808609906,100254.30808609906,0
2007-01-22 05:00:00+00:00,100254.30808609906,90236.58749169293,1
2007-01-23 05:00:00+00:00,100260.82800454083,90236.58749169293,1
2007-01-24 05:00:00+00:00,100374.96130913678,90236.58749169293,1
2007-01-25 05:00:00+00:00,100492.35532374572,90454.98776622009,1
2007-01-26 05:00:00+00:00,100541.80240626525,90454.98776622009,1
2007-01-29 05:00:00+00:00,100518.72674555969,80412.79969496917,2
2007-01-30 05:00:00+00:00,100539.96750445556,80412.79969496917,2
2007-01-31 05:00:00+00:00,100811.64037795257,80412.79969496917,2
2007-02-01 05:00:00+00:00,100355.85783100178,90282.2289018636,1
2007-02-02 05:00:00+00:00,100233.89244937946,90282.2289018636,1
2007-02-05 05:00:00+00:00,100185.62829885854,100185.62829885854,0
2007-02-06 05:00:00+00:00,100185.62829885854,100185.62829885854,0
2007-02-07 05:00:00+00:00,100185.62829885854,100185.62829885854,0
2007-02-08 05:00:00+00:00,100185.62829885854,100185.62829885854,0
2007-02-09 05:00:00+00:00,100185.62829885854,100185.62829885854,0
2007-02-12 05:00:00+00:00,100185.62829885854,100185.62829885854,0
2007-02-13 05:00:00+00:00,100185.62829885854,100185.62829885854,0
2007-02-14 05:00:00+00:00,100185.62829885854,100185.62829885854,0
2007-02-15 05:00:00+00:00,110203.33141241445,110203.33141241445,1
2007-02-16 05:00:00+00:00,121266.43434820547,121221.76416693105,2
2007-02-20 05:00:00+00:00,121089.99807653799,121221.76416693105,2
2007-02-21 05:00:00+00:00,110891.6974368759,111030.50174290617,1
2007-02-22 05:00:00+00:00,99707.78981589495,99707.78981589495,0
2007-02-23 05:00:00+00:00,99707.78981589495,99707.78981589495,0
2007-02-26 05:00:00+00:00,99707.78981589495,99707.78981589495,0
2007-02-27 05:00:00+00:00,99707.78981589495,99707.78981589495,0
2007-02-28 05:00:00+00:00,99707.78981589495,99707.78981589495,0
2007-03-01 05:00:00+00:00,99707.78981589495,99707.78981589495,0
2007-03-02 05:00:00+00:00,99707.78981589495,99707.78981589495,0
2007-03-05 05:00:00+00:00,99707.78981589495,99707.78981589495,0
2007-03-06 05:00:00+00:00,99707.78981589495,99707.78981589495,0
2007-03-07 05:00:00+00:00,99707.78981589495,99707.78981589495,0
2007-03-08 05:00:00+00:00,109678.21942400157,109678.21942400157,1
2007-03-09 05:00:00+00:00,109778.50812654912,109678.21942400157,1
2007-03-12 04:00:00+00:00,109836.74119230329,109678.21942400157,1
2007-03-13 04:00:00+00:00,110250.82027920305,109678.21942400157,1
2007-03-14 04:00:00+00:00,100406.55939530766,100406.55939530766,0
2007-03-15 04:00:00+00:00,100406.55939530766,100406.55939530766,0
2007-03-16 04:00:00+00:00,100406.55939530766,100406.55939530766,0
2007-03-19 04:00:00+00:00,110441.77825211918,110441.77825211918,1
2007-03-20 04:00:00+00:00,110438.17382096684,110441.77825211918,1
2007-03-21 04:00:00+00:00,111302.4687550305,111302.4687550305,1
2007-03-22 04:00:00+00:00,111399.18118216978,111302.4687550305,1
2007-03-23 04:00:00+00:00,111495.89672782407,111302.4687550305,1
2007-03-26 04:00:00+00:00,111418.52325179563,111302.4687550305,1
2007-03-27 04:00:00+00:00,111611.95226409422,111302.4687550305,1
2007-03-28 04:00:00+00:00,111642.89624907957,111302.4687550305,1
2007-03-29 04:00:00+00:00,111600.34411170469,111302.4687550305,1
2007-03-30 04:00:00+00:00,111553.91981818662,100142.66716339574,2
2007-04-02 04:00:00+00:00,111693.106606984,100142.66716339574,2
2007-04-03 04:00:00+00:00,111744.90837790952,100142.66716339574,2
2007-04-04 04:00:00+00:00,111473.5661611794,100142.66716339574,2
2007-04-05 04:00:00+00:00,111503.46863129125,100142.66716339574,2
2007-04-09 04:00:00+00:00,111372.01806404577,100142.66716339574,2
2007-04-10 04:00:00+00:00,111509.8459468125,100142.66716339574,2
2007-04-11 04:00:00+00:00,111422.64027574049,88997.25017502294,3
2007-04-12 04:00:00+00:00,111114.53589865431,99908.23692175612,2
2007-04-13 04:00:00+00:00,111061.0661167787,99908.23692175612,2
2007-04-16 04:00:00+00:00,111205.62655379133,111286.86386992292,1
2007-04-17 04:00:00+00:00,111159.19914175825,111286.86386992292,1
2007-04-18 04:00:00+00:00,111255.91364790754,111286.86386992292,1
2007-04-19 04:00:00+00:00,111221.097506779,100169.76404787855,2
2007-04-20 04:00:00+00:00,100314.61247002122,100314.61247002122,0
2007-04-23 04:00:00+00:00,100314.61247002122,90283.68538509843,1
2007-04-24 04:00:00+00:00,100282.15871941087,90283.68538509843,1
2007-04-25 04:00:00+00:00,100291.79000984666,90283.68538509843,1
2007-04-26 04:00:00+00:00,100358.58276783464,90283.68538509843,1
2007-04-27 04:00:00+00:00,100313.14606987474,90283.68538509843,1
2007-04-30 04:00:00+00:00,100153.38965260026,90283.68538509843,1
2007-05-01 04:00:00+00:00,100123.41644078036,100123.41644078036,0
2007-05-02 04:00:00+00:00,100123.41644078036,100123.41644078036,0
2007-05-03 04:00:00+00:00,100123.41644078036,100123.41644078036,0
2007-05-04 04:00:00+00:00,100123.41644078036,100123.41644078036,0
2007-05-07 04:00:00+00:00,100123.41644078036,100123.41644078036,0
2007-05-08 04:00:00+00:00,100123.41644078036,100123.41644078036,0
2007-05-09 04:00:00+00:00,100123.41644078036,100123.41644078036,0
2007-05-10 04:00:00+00:00,100123.41644078036,90111.29887896319,1
2007-05-11 04:00:00+00:00,100660.3140905935,100660.3140905935,0
2007-05-14 04:00:00+00:00,100660.3140905935,100660.3140905935,0
2007-05-15 04:00:00+00:00,100660.3140905935,100660.3140905935,0
2007-05-16 04:00:00+00:00,100660.3140905935,100660.3140905935,0
2007-05-17 04:00:00+00:00,100660.3140905935,100660.3140905935,0
2007-05-18 04:00:00+00:00,100660.3140905935,100660.3140905935,0
2007-05-21 04:00:00+00:00,100660.3140905935,100660.3140905935,0
2007-05-22 04:00:00+00:00,100660.3140905935,100660.3140905935,0
2007-05-23 04:00:00+00:00,100660.3140905935,100660.3140905935,0
2007-05-24 04:00:00+00:00,100660.3140905935,90599.2495707113,1
2007-05-25 04:00:00+00:00,100852.9102318694,100852.9102318694,0
2007-05-29 04:00:00+00:00,100852.9102318694,100852.9102318694,0
2007-05-30 04:00:00+00:00,100852.9102318694,100852.9102318694,0
2007-05-31 04:00:00+00:00,100852.9102318694,100852.9102318694,0
2007-06-01 04:00:00+00:00,100852.9102318694,100852.9102318694,0
2007-06-04 04:00:00+00:00,100852.9102318694,100852.9102318694,0
2007-06-05 04:00:00+00:00,100852.9102318694,100852.9102318694,0
2007-06-06 04:00:00+00:00,100852.9102318694,100852.9102318694,0
2007-06-07 04:00:00+00:00,100852.9102318694,100852.9102318694,0
2007-06-08 04:00:00+00:00,100852.9102318694,100852.9102318694,0
2007-06-11 04:00:00+00:00,100852.9102318694,100852.9102318694,0
2007-06-12 04:00:00+00:00,110928.6504662444,100848.77772454519,2
2007-06-13 04:00:00+00:00,110755.7577507903,100848.77772454519,2
2007-06-14 04:00:00+00:00,100616.41920935058,90575.08736502075,1
2007-06-15 04:00:00+00:00,100677.32555853271,90575.08736502075,1
2007-06-18 04:00:00+00:00,100863.23813711548,90575.08736502075,1
2007-06-19 04:00:00+00:00,100845.46630941772,90575.08736502075,1
2007-06-20 04:00:00+00:00,100758.79932104492,90575.08736502075,1
2007-06-21 04:00:00+00:00,100841.47305380249,90575.08736502075,1
2007-06-22 04:00:00+00:00,101058.53732000732,90575.08736502075,1
2007-06-25 04:00:00+00:00,101088.89222735826,101088.89222735826,0
2007-06-26 04:00:00+00:00,101088.89222735826,101088.89222735826,0
2007-06-27 04:00:00+00:00,101088.89222735826,101088.89222735826,0
2007-06-28 04:00:00+00:00,101088.89222735826,101088.89222735826,0
2007-06-29 04:00:00+00:00,101088.89222735826,101088.89222735826,0
2007-07-02 04:00:00+00:00,101088.89222735826,101088.89222735826,0
2007-07-03 04:00:00+00:00,101088.89222735826,101088.89222735826,0
2007-07-05 04:00:00+00:00,101088.89222735826,101088.89222735826,0
2007-07-06 04:00:00+00:00,111183.80032367173,111183.80032367173,1
2007-07-09 04:00:00+00:00,111217.4839631981,111183.80032367173,1
2007-07-10 04:00:00+00:00,111399.37615794603,111183.80032367173,1
2007-07-11 04:00:00+00:00,111345.48287600938,111183.80032367173,1
2007-07-12 04:00:00+00:00,111150.11848849717,111183.80032367173,1
2007-07-13 04:00:00+00:00,111234.32758731309,111183.80032367173,1
2007-07-16 04:00:00+00:00,111163.58977908555,111183.80032367173,1
2007-07-17 04:00:00+00:00,100968.30227380831,100968.30227380831,0
2007-07-18 04:00:00+00:00,100968.30227380831,100968.30227380831,0
2007-07-19 04:00:00+00:00,100968.30227380831,100968.30227380831,0
2007-07-20 04:00:00+00:00,100968.30227380831,90871.50659650404,1
2007-07-23 04:00:00+00:00,101069.04854285557,90871.50659650404,1
2007-07-24 04:00:00+00:00,100800.39648282368,70676.52169316847,3
2007-07-25 04:00:00+00:00,100835.33799415344,80492.28235870117,2
2007-07-26 04:00:00+00:00,101293.38504740922,101293.38504740922,0
2007-07-27 04:00:00+00:00,101293.38504740922,101293.38504740922,0
2007-07-30 04:00:00+00:00,101293.38504740922,101293.38504740922,0
2007-07-31 04:00:00+00:00,101293.38504740922,101293.38504740922,0
2007-08-01 04:00:00+00:00,101293.38504740922,101293.38504740922,0
2007-08-02 04:00:00+00:00,101293.38504740922,101293.38504740922,0
2007-08-03 04:00:00+00:00,101293.38504740922,101293.38504740922,0
2007-08-06 04:00:00+00:00,101293.38504740922,101293.38504740922,0
2007-08-07 04:00:00+00:00,101293.38504740922,101293.38504740922,0
2007-08-08 04:00:00+00:00,111414.10045096604,111414.10045096604,1
2007-08-09 04:00:00+00:00,111626.80165240495,111414.10045096604,1
2007-08-10 04:00:00+00:00,111607.16752478806,111414.10045096604,1
2007-08-13 04:00:00+00:00,111611.9797892305,111414.10045096604,1
2007-08-14 04:00:00+00:00,111744.798583481,111414.10045096604,1
2007-08-15 04:00:00+00:00,101811.18230718671,101811.18230718671,0
2007-08-16 04:00:00+00:00,101811.18230718671,101811.18230718671,0
2007-08-17 04:00:00+00:00,101811.18230718671,101811.18230718671,0
2007-08-20 04:00:00+00:00,101811.18230718671,101811.18230718671,0
2007-08-21 04:00:00+00:00,101811.18230718671,101811.18230718671,0
2007-08-22 04:00:00+00:00,101811.18230718671,101811.18230718671,0
2007-08-23 04:00:00+00:00,122164.7985295683,122164.7985295683,2
2007-08-24 04:00:00+00:00,111468.33046702115,111651.64904574124,1
2007-08-27 04:00:00+00:00,122728.70204333036,122796.99763277738,2
2007-08-28 04:00:00+00:00,123387.60811976163,122796.99763277738,2
2007-08-29 04:00:00+00:00,122538.54046038358,122796.99763277738,2
2007-08-30 04:00:00+00:00,100894.79202945078,100894.79202945078,0
2007-08-31 04:00:00+00:00,100894.79202945078,100894.79202945078,0
2007-09-04 04:00:00+00:00,100894.79202945078,100894.79202945078,0
2007-09-05 04:00:00+00:00,100894.79202945078,100894.79202945078,0
2007-09-06 04:00:00+00:00,100894.79202945078,100894.79202945078,0
2007-09-07 04:00:00+00:00,100894.79202945078,100894.79202945078,0
2007-09-10 04:00:00+00:00,100894.79202945078,100894.79202945078,0
2007-09-11 04:00:00+00:00,100894.79202945078,100894.79202945078,0
2007-09-12 04:00:00+00:00,100894.79202945078,100894.79202945078,0
2007-09-13 04:00:00+00:00,100894.79202945078,100894.79202945078,0
2007-09-14 04:00:00+00:00,100894.79202945078,100894.79202945078,0
2007-09-17 04:00:00+00:00,100894.79202945078,100894.79202945078,0
2007-09-18 04:00:00+00:00,100894.79202945078,100894.79202945078,0
2007-09-19 04:00:00+00:00,100894.79202945078,100894.79202945078,0
2007-09-20 04:00:00+00:00,100894.79202945078,100894.79202945078,0
2007-09-21 04:00:00+00:00,100894.79202945078,100894.79202945078,0
2007-09-24 04:00:00+00:00,100894.79202945078,100894.79202945078,0
2007-09-25 04:00:00+00:00,100894.79202945078,100894.79202945078,0
2007-09-26 04:00:00+00:00,100894.79202945078,100894.79202945078,0
2007-09-27 04:00:00+00:00,100894.79202945078,90821.37928683603,1
2007-09-28 04:00:00+00:00,100884.5443793043,90821.37928683603,1
2007-10-01 04:00:00+00:00,100990.43889148081,90821.37928683603,1
2007-10-02 04:00:00+00:00,101017.765789575,101017.765789575,0
2007-10-03 04:00:00+00:00,101017.765789575,90916.69357664051,1
2007-10-04 04:00:00+00:00,101062.88818628254,90916.69357664051,1
2007-10-05 04:00:00+00:00,101330.78170055809,90916.69357664051,1
2007-10-08 04:00:00+00:00,101499.97895515623,90916.69357664051,1
2007-10-09 04:00:00+00:00,101313.86190176668,90916.69357664051,1
2007-10-10 04:00:00+00:00,101325.14250094356,90916.69357664051,1
2007-10-11 04:00:00+00:00,100862.668733961,80785.30973035755,2
2007-10-12 04:00:00+00:00,101193.25457847776,80785.30973035755,2
2007-10-15 04:00:00+00:00,101222.54213995399,80785.30973035755,2
2007-10-16 04:00:00+00:00,101410.43934131326,80785.30973035755,2
2007-10-17 04:00:00+00:00,101862.30083189881,101862.30083189881,0
2007-10-18 04:00:00+00:00,101862.30083189881,101862.30083189881,0
2007-10-19 04:00:00+00:00,101862.30083189881,91685.96757994569,1
2007-10-22 04:00:00+00:00,101976.98334227479,91685.96757994569,1
2007-10-23 04:00:00+00:00,102108.52878294862,91685.96757994569,1
2007-10-24 04:00:00+00:00,102219.83953303899,102219.83953303899,0
2007-10-25 04:00:00+00:00,102219.83953303899,102219.83953303899,0
2007-10-26 04:00:00+00:00,102219.83953303899,102219.83953303899,0
2007-10-29 04:00:00+00:00,102219.83953303899,102219.83953303899,0
2007-10-30 04:00:00+00:00,102219.83953303899,102219.83953303899,0
2007-10-31 04:00:00+00:00,102219.83953303899,102219.83953303899,0
2007-11-01 04:00:00+00:00,102219.83953303899,102219.83953303899,0
2007-11-02 04:00:00+00:00,102219.83953303899,102219.83953303899,0
2007-11-05 05:00:00+00:00,102219.83953303899,102219.83953303899,0
2007-11-06 05:00:00+00:00,102219.83953303899,102219.83953303899,0
2007-11-07 05:00:00+00:00,102219.83953303899,102219.83953303899,0
2007-11-08 05:00:00+00:00,102219.83953303899,92016.4200784644,1
2007-11-09 05:00:00+00:00,101923.19233722295,92016.4200784644,1
2007-11-12 05:00:00+00:00,101872.19682565083,101872.19682565083,0
2007-11-13 05:00:00+00:00,112056.55660024036,112056.55660024036,1
2007-11-14 05:00:00+00:00,112624.47502311459,112624.47502311459,1
2007-11-15 05:00:00+00:00,112746.55888208142,112624.47502311459,1
2007-11-16 05:00:00+00:00,112605.58886750927,112624.47502311459,1
2007-11-19 05:00:00+00:00,112770.16469987622,112624.47502311459,1
2007-11-20 05:00:00+00:00,112439.6596578001,112624.47502311459,1
2007-11-21 05:00:00+00:00,112465.97008546581,112624.47502311459,1
2007-11-23 05:00:00+00:00,112258.2202289938,112624.47502311459,1
2007-11-26 05:00:00+00:00,100988.47537158344,100988.47537158344,0
2007-11-27 05:00:00+00:00,100988.47537158344,100988.47537158344,0
2007-11-28 05:00:00+00:00,111087.04573820446,111087.04573820446,1
2007-11-29 05:00:00+00:00,100689.27831883004,100689.27831883004,0
2007-11-30 05:00:00+00:00,100689.27831883004,100689.27831883004,0
2007-12-03 05:00:00+00:00,100689.27831883004,100689.27831883004,0
2007-12-04 05:00:00+00:00,100689.27831883004,100689.27831883004,0
2007-12-05 05:00:00+00:00,100689.27831883004,100689.27831883004,0
2007-12-06 05:00:00+00:00,100689.27831883004,100689.27831883004,0
2007-12-07 05:00:00+00:00,100689.27831883004,100689.27831883004,0
2007-12-10 05:00:00+00:00,100689.27831883004,100689.27831883004,0
2007-12-11 05:00:00+00:00,100689.27831883004,100689.27831883004,0
