date,open,high,low,close,volume,symbol
2024-02-23,509.26999,510.13,507.10001,507.85001,61321800,SPY
2024-02-26,508.29999,508.75,505.85999,505.98999,50386700,SPY
2024-02-27,506.70001,507.16,504.75,506.92999,48854500,SPY
2024-02-28,505.32999,506.85999,504.95999,506.26001,56506600,SPY
2024-02-29,508.070007,509.73999,505.35001,508.079987,83924800,SPY
2024-03-01,508.98001,513.28998,508.56,512.84998,76805900,SPY
2024-03-04,512.030029,514.20001,512.0,512.29999,49799300,SPY
2024-03-05,510.23999,510.70001,504.91,507.17999,72855600,SPY
2024-03-06,510.54999,512.070007,508.42001,509.75,68382400,SPY
2024-03-07,513.14001,515.89001,509.81,514.81,58652100,SPY
2024-03-08,515.46002,518.21997,511.13,511.72,86425500,SPY
2024-03-11,510.48001,511.88,508.5,511.28,62557200,SPY
2024-03-12,513.45001,517.38,510.85999,516.78003,73114400,SPY
2024-03-13,517.10999,517.28998,514.48999,515.96997,55104100,SPY
2024-03-14,516.96997,517.13,511.82001,514.95001,110171800,SPY
2024-03-15,510.20999,511.70001,508.12,509.82999,107585800,SPY
2024-03-18,514.0,515.47998,512.44,512.85999,88893300,SPY
2024-03-19,512.15002,516.0,511.12,515.71002,60755300,SPY
2024-03-20,515.77002,520.62,515.080017,520.47998,69594600,SPY
2024-03-21,523.39001,524.10999,521.90997,522.20001,60256100,SPY
2024-03-22,522.10999,522.60999,520.96997,521.21002,79023000,SPY
2024-03-25,519.79999,520.95001,519.60999,519.77002,48512100,SPY
2024-03-26,521.22998,521.58002,518.40002,518.81,65463700,SPY
2024-03-27,521.71002,523.21002,519.48999,523.16998,82999800,SPY
2024-03-28,523.21002,524.60999,522.78003,523.070007,96294900,SPY
2024-04-01,523.83002,524.38,520.96997,522.15997,62477500,SPY
2024-04-02,518.23999,518.97998,516.47998,518.84003,74230300,SPY
2024-04-03,517.71997,520.95001,517.66998,519.40997,59155800,SPY
2024-04-04,523.52002,523.87,512.76001,513.070007,96858100,SPY
2024-04-05,514.46002,520.44,514.01001,518.42999,74482100,SPY
2024-04-08,519.15002,520.17999,517.89001,518.71997,48401800,SPY
2024-04-09,520.5,520.75,514.34998,519.32001,68124400,SPY
2024-04-10,513.47998,516.15997,512.090027,514.12,82652800,SPY
2024-04-11,515.67999,519.47998,512.080017,518.0,70099000,SPY
2024-04-12,514.37,515.82001,509.079987,510.85001,92469100,SPY
