timestamp,equity
2025-11-18 10:40:00+00:00,100000.0
2025-11-18 11:25:00+00:00,100000.0
2025-11-18 11:35:00+00:00,100000.0
2025-11-18 12:10:00+00:00,100000.0
2025-11-18 12:25:00+00:00,100000.0
2025-11-18 12:40:00+00:00,100000.0
2025-11-18 12:50:00+00:00,100000.0
2025-11-18 13:00:00+00:00,100000.0
2025-11-18 13:05:00+00:00,100000.0
2025-11-18 13:20:00+00:00,100000.0
2025-11-18 13:30:00+00:00,100000.0
2025-11-18 13:45:00+00:00,100000.0
2025-11-18 13:50:00+00:00,100000.0
2025-11-18 13:55:00+00:00,100000.0
2025-11-18 14:00:00+00:00,100000.0
2025-11-18 14:05:00+00:00,100000.0
2025-11-18 14:10:00+00:00,100000.0
2025-11-18 14:15:00+00:00,100000.0
2025-11-18 14:20:00+00:00,100000.0
2025-11-18 14:25:00+00:00,100000.0
2025-11-18 14:30:00+00:00,100000.0
2025-11-18 14:35:00+00:00,100000.0
2025-11-18 14:40:00+00:00,100000.0
2025-11-18 14:45:00+00:00,100000.0
2025-11-18 14:50:00+00:00,100000.0
2025-11-18 14:55:00+00:00,100000.0
2025-11-18 15:00:00+00:00,100000.0
2025-11-18 15:05:00+00:00,100000.0
2025-11-18 15:10:00+00:00,100000.0
2025-11-18 15:15:00+00:00,100000.0
2025-11-18 15:20:00+00:00,100000.0
2025-11-18 15:25:00+00:00,100000.0
2025-11-18 15:30:00+00:00,100000.0
2025-11-18 15:35:00+00:00,100000.0
2025-11-18 15:40:00+00:00,100000.0
2025-11-18 15:45:00+00:00,100000.0
2025-11-18 15:50:00+00:00,100000.0
2025-11-18 15:55:00+00:00,100000.0
2025-11-18 16:00:00+00:00,100000.0
2025-11-18 16:05:00+00:00,100000.0
2025-11-18 16:10:00+00:00,100000.0
2025-11-18 16:15:00+00:00,100000.0
2025-11-18 16:20:00+00:00,100000.0
2025-11-18 16:25:00+00:00,100000.0
2025-11-18 16:30:00+00:00,100000.0
2025-11-18 16:35:00+00:00,100000.0
2025-11-18 16:40:00+00:00,100000.0
2025-11-18 16:45:00+00:00,100000.0
2025-11-18 16:50:00+00:00,100000.0
2025-11-18 16:55:00+00:00,100000.0
2025-11-18 17:00:00+00:00,100000.0
2025-11-18 17:05:00+00:00,100000.0
2025-11-18 17:10:00+00:00,100000.0
2025-11-18 17:15:00+00:00,100000.0
2025-11-18 17:20:00+00:00,100000.0
2025-11-18 17:25:00+00:00,100000.0
2025-11-18 17:30:00+00:00,100000.0
2025-11-18 17:35:00+00:00,99990.18556333336
2025-11-18 17:40:00+00:00,100056.793896691
2025-11-18 17:45:00+00:00,100048.07289669101
2025-11-18 17:50:00+00:00,100064.67889669101
2025-11-18 17:55:00+00:00,100070.948896691
2025-11-18 18:00:00+00:00,100072.485996691
2025-11-18 18:05:00+00:00,100072.563896691
2025-11-18 18:10:00+00:00,100074.558896691
2025-11-18 18:15:00+00:00,100064.013896691
2025-11-18 18:20:00+00:00,100057.268896691
2025-11-18 18:25:00+00:00,100040.73889669101
2025-11-18 18:30:00+00:00,100057.838896691
2025-11-18 18:35:00+00:00,100033.328896691
2025-11-18 18:40:00+00:00,100045.393896691
2025-11-18 18:45:00+00:00,100039.408896691
2025-11-18 18:50:00+00:00,100035.893896691
2025-11-18 18:55:00+00:00,100006.34889669101
2025-11-18 19:00:00+00:00,99992.497896691
2025-11-18 19:05:00+00:00,100001.313896691
2025-11-18 19:10:00+00:00,100014.974896691
2025-11-18 19:15:00+00:00,100009.103896691
2025-11-18 19:20:00+00:00,99978.418896691
2025-11-18 19:25:00+00:00,99971.673896691
2025-11-18 19:30:00+00:00,99971.198896691
2025-11-18 19:35:00+00:00,100025.728896691
2025-11-18 19:40:00+00:00,99993.523896691
2025-11-18 19:45:00+00:00,100000.268896691
2025-11-18 19:50:00+00:00,99973.858896691
2025-11-18 19:55:00+00:00,99997.798896691
2025-11-18 20:00:00+00:00,99987.538896691
2025-11-18 20:05:00+00:00,99970.248896691
2025-11-18 20:10:00+00:00,99974.42889669101
2025-11-18 20:15:00+00:00,99972.338896691
2025-11-18 20:20:00+00:00,99970.332496691
2025-11-18 20:25:00+00:00,99965.498896691
2025-11-18 20:30:00+00:00,99947.448896691
2025-11-18 20:35:00+00:00,99979.938896691
2025-11-18 20:40:00+00:00,99988.108896691
2025-11-18 20:45:00+00:00,99978.608896691
2025-11-18 20:50:00+00:00,99978.418896691
2025-11-18 20:55:00+00:00,99935.668896691
2025-11-18 21:00:00+00:00,99930.34889669101
2025-11-18 21:05:00+00:00,99922.938896691
2025-11-18 21:10:00+00:00,99930.158896691
